,state,UP,DOWN,LEFT,RIGHT,POLICY
1316,"((3, 13), (2, 2))",-146.70501775781324,-147.19908552228117,-512.5,-151.78070202262285,UP
1317,"((1, 6), (4, 6))",0.0,0.0,0.0,0.0,UP
1318,"((5, 10), (3, 4))",-142.6463050989429,-137.61895924517702,-509.0,-144.3156740857949,DOWN
1319,"((5, 9), (4, 7))",0.0,0.0,0.0,0.0,UP
1320,"((3, 10), (1, 3))",-162.4177881725899,-166.02955016062123,-176.9889779696283,-168.11648946367535,UP
1321,"((2, 10), (1, 3))",-159.21014577639795,-157.36403631777853,-510.5,-156.46979512789906,RIGHT
1322,"((1, 10), (1, 3))",-149.3663974284357,-159.12613835005578,-510.0,-153.55618108182045,UP
1323,"((0, 10), (1, 3))",-138.78767566443133,-150.77186360841193,-510.5,-147.75112070846336,UP
1324,"((4, 10), (1, 3))",-168.65115091834136,-157.55796720088216,-511.5,-163.47434730817133,DOWN
1325,"((3, 11), (1, 3))",-162.04421210462408,-163.7669142367746,-161.56318273489887,-512.5,LEFT
1326,"((2, 11), (1, 3))",-155.22939386836728,-151.53125007346043,-158.89113755176803,-512.0,DOWN
1327,"((1, 11), (1, 3))",-148.1139292430089,-145.89062404729594,-148.30381096724716,-151.29917387428355,DOWN
1328,"((0, 11), (1, 3))",-145.09620637645097,-137.03779784081263,-145.3401789794641,-146.5998202934657,DOWN
1329,"((5, 9), (4, 8))",0.0,0.0,0.0,0.0,UP
1330,"((3, 10), (2, 4))",-144.89609255968588,-146.53464685273528,-146.63363511805994,-146.67211738155746,UP
1331,"((2, 10), (2, 4))",-136.88958221475542,-140.50034702479428,-508.5,-141.2798306163164,UP
1332,"((1, 10), (2, 4))",-133.5582479232216,-134.73291110321657,-509.0,-137.53541884808374,UP
1333,"((0, 10), (2, 4))",-135.53976116919017,-140.52531762171773,-509.5,-132.3173028510514,RIGHT
1334,"((4, 10), (2, 4))",-147.0104564564306,-142.41729401643033,-509.5,-151.62027955044823,DOWN
1335,"((3, 11), (2, 4))",-143.58776029524836,-144.79095046775683,-150.49872015229636,-510.5,UP
1336,"((2, 11), (2, 4))",-140.0567729823042,-145.83366042002538,-133.6571053230948,-510.0,LEFT
1337,"((1, 11), (2, 4))",-135.1143499969351,-130.22482110584252,-134.64577133809416,-133.38238003730265,DOWN
1338,"((0, 11), (2, 4))",-132.1355694143316,-129.83600935740844,-135.85675577833496,-132.8893858195201,DOWN
1339,"((4, 11), (2, 4))",-149.61443228787513,-145.6236820499655,-148.15541678733703,-511.0,DOWN
1340,"((0, 2), (4, 6))",-138.0401823798508,-136.45244331797085,-138.977491806816,-141.5506438656741,DOWN
1341,"((1, 2), (4, 6))",-136.13567933243283,-139.72416773762393,-139.29704347772505,-136.23285131925036,UP
1342,"((0, 1), (4, 6))",-138.86200379757935,-141.23412545724847,-138.4671317651069,-140.61891084431414,LEFT
1343,"((1, 1), (4, 6))",-138.50602900382893,-136.95476532425283,-141.58449449887632,-141.31491837100583,DOWN
1344,"((0, 0), (4, 6))",-138.72397684637474,-137.30125744419308,-138.72397684637474,-140.16592324091593,DOWN
1345,"((1, 0), (4, 6))",-140.2654514071042,-135.02875687351275,-138.86200379757935,-138.34536571032314,DOWN
1346,"((0, 6), (4, 6))",0.0,0.0,0.0,0.0,UP
1347,"((2, 3), (4, 7))",0.0,0.0,0.0,0.0,UP
1348,"((3, 3), (4, 8))",0.0,0.0,0.0,0.0,UP
1349,"((3, 9), (4, 5))",-507.5,-506.5,-129.5914691505448,-127.32707329274331,RIGHT
1350,"((2, 9), (4, 5))",0.0,0.0,0.0,0.0,UP
1351,"((1, 9), (2, 5))",0.0,0.0,0.0,0.0,UP
1352,"((2, 6), (4, 8))",0.0,0.0,0.0,0.0,UP
1353,"((5, 8), (3, 8))",-104.62640641919018,-106.00178134607879,-105.26886586890191,-757.5,UP
1354,"((4, 7), (3, 8))",-89.49750985289126,-106.62636504334982,-106.61227302005204,-104.62649836112456,UP
1355,"((3, 7), (3, 8))",-97.60251946437455,-97.60253371962776,-1008.9999398589134,-82.32071702312248,RIGHT
1356,"((2, 7), (3, 8))",-93.67586548235732,-89.49750980076294,-505.0,-89.74668535579895,DOWN
1357,"((1, 7), (3, 8))",-95.95078464637119,-93.07369095151026,-505.5,-94.31087932617444,DOWN
1358,"((0, 7), (3, 8))",-94.90262538614742,-94.04249003086463,-506.0,-97.90895835256339,DOWN
1359,"((5, 7), (3, 8))",-97.60253140595182,-99.91257212675546,-99.3111662653502,-102.40611523624395,UP
1360,"((4, 6), (3, 8))",-504.5,-99.2033554382413,-98.01302089687798,-97.6014669331555,RIGHT
1361,"((3, 6), (3, 8))",0.0,0.0,0.0,0.0,UP
1362,"((1, 9), (3, 4))",0.0,0.0,0.0,0.0,UP
1363,"((3, 10), (2, 5))",-134.80976914461053,-132.90516783716419,-133.75164333969644,-130.90405364280133,RIGHT
1364,"((2, 10), (2, 5))",-129.54187403930337,-132.49982743187812,-507.5,-127.80110851111509,RIGHT
1365,"((1, 10), (2, 5))",-128.8866467600613,-125.12882274776291,-508.0,-130.1222104733238,DOWN
1366,"((0, 10), (2, 5))",-130.3758561270098,-129.69600247107292,-508.5,-130.35770690453953,DOWN
1367,"((4, 10), (2, 5))",-136.1598153549984,-126.55656290457395,-508.5,-125.23892141590925,RIGHT
1368,"((3, 11), (2, 5))",-128.87831111348046,-124.17489328147687,-130.17177023076687,-509.5,DOWN
1369,"((2, 11), (2, 5))",-121.0076678381173,-128.16965766823193,-128.5981932560731,-509.0,UP
1370,"((1, 11), (2, 5))",-127.7125503211879,-120.42358385535016,-127.54639858276235,-125.7031638588852,DOWN
1371,"((0, 11), (2, 5))",-128.76277311073068,-125.04997980782426,-128.58582414257944,-129.16540910467737,DOWN
1372,"((4, 11), (2, 5))",-124.14719990563759,-129.88311871132345,-122.94189472379236,-510.0,LEFT
1373,"((0, 13), (1, 5))",-179.67665914926658,-179.6638284246538,-180.47960692823062,-181.17773937355423,DOWN
1374,"((1, 13), (1, 5))",-181.6864849386757,-186.47462457346492,-186.06569652983123,-181.68747683493945,UP
1375,"((2, 13), (1, 5))",-187.79587213085625,-186.0694235327299,-510.0,-181.17773937355423,RIGHT
1376,"((3, 13), (1, 5))",-189.93863269094516,-185.3420536468903,-510.5,-189.80525077229484,DOWN
1377,"((4, 13), (2, 2))",-152.24002246003556,-150.24423071474234,-769.5,-144.84263450370378,RIGHT
1378,"((1, 9), (4, 4))",0.0,0.0,0.0,0.0,UP
1379,"((1, 9), (3, 5))",0.0,0.0,0.0,0.0,UP
1380,"((5, 10), (2, 4))",-145.92382839139833,-141.99521747436327,-510.0,-139.73137192340363,RIGHT
1381,"((4, 8), (3, 7))",-110.75693838737936,-109.87154380330611,-111.59554143365342,-505.5,DOWN
1382,"((3, 8), (3, 7))",-109.7109078662085,-110.4556642912457,-757.5,-105.6975163782813,RIGHT
1383,"((2, 8), (3, 7))",-109.67112844234651,-107.5121500151829,-110.96671073643049,-505.5,DOWN
1384,"((1, 8), (3, 7))",-109.53072063920126,-110.95507264413952,-109.81848695329361,-506.0,UP
1385,"((0, 8), (3, 7))",-109.01248610096364,-110.55711388786813,-109.39220206361557,-506.5,UP
1386,"((2, 7), (3, 7))",-108.00251748655867,-112.86551430694624,-505.0,-108.4168528420887,UP
1387,"((1, 7), (3, 7))",-109.57397804534548,-107.89184338153987,-505.5,-110.90608912664158,DOWN
1388,"((0, 7), (3, 7))",-109.903829339431,-108.567434997279,-506.0,-112.51406223872469,DOWN
1389,"((3, 7), (4, 7))",-114.26450354843809,-115.13418323590184,-504.5,-116.6778194068259,UP
1390,"((2, 7), (4, 7))",-114.05386545820718,-115.26280660086695,-505.0,-115.52100579392751,UP
1391,"((1, 7), (4, 7))",-114.27302849873486,-114.64326759284336,-505.5,-114.76261296963914,UP
1392,"((0, 7), (4, 7))",-114.85431019273383,-115.0940404324995,-506.0,-113.26938321093775,RIGHT
1393,"((3, 10), (1, 4))",-139.7645670163808,-143.19457946484044,-149.75552884882035,-138.22392483096314,RIGHT
1394,"((2, 10), (1, 4))",-129.95682205287886,-138.90426905272494,-764.25,-129.14097168598204,RIGHT
1395,"((1, 10), (1, 4))",-128.64602198513376,-123.33943094851938,-509.0,-125.89728969623792,DOWN
1396,"((0, 10), (1, 4))",-126.17061424039213,-127.36422123168879,-509.5,-128.41284987636203,UP
1397,"((4, 10), (1, 4))",-143.3636181999567,-134.3557073406122,-510.5,-136.89235901561594,DOWN
1398,"((3, 11), (1, 4))",-126.72105631146404,-128.00109789806874,-138.38689236307906,-767.25,UP
1399,"((2, 11), (1, 4))",-127.78325842394392,-122.32454000183293,-130.51400514863047,-511.0,DOWN
1400,"((1, 11), (1, 4))",-121.87323818059335,-127.05651083724445,-126.52539415812646,-123.70103944309693,UP
1401,"((0, 11), (1, 4))",-127.71084081145568,-130.857207062422,-122.25040848910862,-121.82269956074514,RIGHT
1402,"((4, 11), (1, 4))",-131.23326785942413,-128.79170843411856,-132.8852268909614,-512.0,DOWN
1403,"((4, 9), (4, 8))",0.0,0.0,0.0,0.0,UP
1404,"((2, 6), (4, 7))",0.0,0.0,0.0,0.0,UP
1405,"((0, 9), (4, 4))",0.0,0.0,0.0,0.0,UP
1406,"((3, 9), (4, 6))",-506.5,-505.5,-123.58426634416193,-120.73513195261457,RIGHT
1407,"((2, 9), (4, 6))",0.0,0.0,0.0,0.0,UP
1408,"((5, 10), (2, 5))",-132.5588992376513,-128.76277311073068,-509.0,-128.75975871348612,RIGHT
1409,"((2, 2), (4, 6))",-136.05529576140958,-134.2627911765599,-138.3795176239094,-506.5,DOWN
1410,"((2, 1), (4, 6))",-139.27039116781344,-136.7513696958938,-138.8641310265686,-135.56515604088867,RIGHT
1411,"((2, 0), (4, 6))",-138.7050286307151,-132.64082383129363,-138.0401823798508,-138.77292017439015,DOWN
1412,"((3, 2), (4, 6))",-134.2647300456949,-134.38650794825435,-134.50061688478644,-506.0,UP
1413,"((3, 1), (4, 6))",-135.87462649421792,-131.84303631643374,-138.30037142729574,-135.90909544080046,DOWN
1414,"((3, 0), (4, 6))",-135.42162030538918,-139.80201868905453,-136.26560762620457,-135.86658081937026,UP
1415,"((5, 13), (2, 1))",-188.81817787281244,-175.13157925687256,-514.5,-175.13157925687256,DOWN
1416,"((3, 10), (3, 5))",-147.14710649458056,-150.74934039428797,-146.34492595678225,-145.27375668156833,RIGHT
1417,"((2, 10), (3, 5))",-140.07440555918674,-147.53234895483394,-507.5,-139.4463927296402,RIGHT
1418,"((1, 10), (3, 5))",-128.81236183326007,-135.99017257778846,-508.0,-135.07503261445592,UP
1419,"((0, 10), (3, 5))",-130.3758561270098,-130.05626009930285,-762.75,-134.48075670921153,DOWN
1420,"((4, 10), (3, 5))",-147.03373875485897,-151.3704106707457,-507.5,-146.3929677675581,RIGHT
1421,"((3, 11), (3, 5))",-145.3992862838479,-144.2933668930523,-139.67199179350175,-508.5,LEFT
1422,"((2, 11), (3, 5))",-140.97712777493138,-138.66410272083618,-141.5250970342591,-509.0,DOWN
1423,"((1, 11), (3, 5))",-130.00986445606736,-138.56693775430278,-133.72425455105034,-132.65400992517644,UP
1424,"((0, 11), (3, 5))",-128.76277311073068,-127.2639606078559,-130.43035829666223,-130.7209255875242,DOWN
1425,"((4, 11), (3, 5))",-147.6975321779518,-147.17335126185995,-144.54343550385477,-509.0,LEFT
1426,"((0, 9), (2, 4))",0.0,0.0,0.0,0.0,UP
1427,"((4, 9), (3, 8))",0.0,0.0,0.0,0.0,UP
1428,"((1, 6), (4, 8))",0.0,0.0,0.0,0.0,UP
1429,"((5, 10), (1, 3))",-159.6118684469315,-157.7132678004901,-512.0,-159.1231985109011,DOWN
1430,"((4, 7), (2, 7))",-104.94905970983282,-99.25290557837295,-101.13721747473079,-99.34635747014659,DOWN
1431,"((3, 6), (2, 7))",0.0,0.0,0.0,0.0,UP
1432,"((5, 10), (3, 5))",-146.61102469450984,-146.66769377859146,-762.0,-151.4918673413152,UP
1433,"((3, 12), (1, 2))",0.0,0.0,0.0,0.0,UP
1434,"((1, 3), (4, 7))",-117.22240614675279,-506.5,-120.57902192511084,-117.3379531402266,UP
1435,"((0, 3), (4, 7))",-115.6033140386456,-116.17033675591739,-119.46504471149092,-119.17830815267064,UP
1436,"((4, 8), (2, 8))",-106.56373507102978,-102.97763118786469,-99.97795580028401,-505.5,LEFT
1437,"((3, 7), (2, 8))",-105.26126534296006,-103.55020322314877,-505.5,-103.7195258341618,DOWN
1438,"((2, 7), (2, 8))",-106.14451549771462,-103.78531081727229,-757.5,-504.0,DOWN
1439,"((1, 7), (2, 8))",-104.91930577744223,-104.55034298275828,-505.5,-104.52329254905572,RIGHT
1440,"((0, 7), (2, 8))",-99.92811225921668,-102.43844282218245,-506.0,-103.97933981970473,UP
1441,"((4, 7), (2, 8))",-101.65889268314726,-97.01044989620618,-99.82217019398162,-96.70498723317903,RIGHT
1442,"((3, 6), (2, 8))",0.0,0.0,0.0,0.0,UP
1443,"((1, 6), (4, 7))",0.0,0.0,0.0,0.0,UP
1444,"((3, 12), (4, 4))",0.0,0.0,0.0,0.0,UP
1445,"((5, 6), (3, 7))",-106.95476774349507,-109.903829339431,-108.57873914064795,-106.64200881892452,RIGHT
1446,"((0, 13), (1, 1))",-155.57171854101523,-161.4543902017723,-155.2173974522479,-155.57171854101523,LEFT
1447,"((1, 13), (1, 1))",-168.21747274183087,-157.3570108606487,-158.64449187343513,-163.45614063974773,DOWN
1448,"((2, 13), (1, 1))",-159.40642775132596,-150.02380736467376,-514.0,-153.52585076553777,DOWN
1449,"((3, 13), (1, 1))",-149.10836990507002,-150.7920128959062,-514.5,-146.66960860268432,RIGHT
1450,"((0, 9), (3, 4))",0.0,0.0,0.0,0.0,UP
1451,"((3, 10), (4, 8))",-118.15066576095126,-119.22376111032753,-120.21858396866963,-119.71905185711341,UP
1452,"((2, 10), (4, 8))",-117.98981515771291,-117.99017450706557,-756.75,-116.69268537440496,RIGHT
1453,"((1, 10), (4, 8))",-114.29646420597919,-116.7237601174727,-505.0,-116.2427327578516,UP
1454,"((0, 10), (4, 8))",-109.01248610096364,-114.58705704916207,-947.8125,-114.68849910174747,UP
1455,"((4, 10), (4, 8))",-120.00845074991909,-117.80424634292893,-503.5,-117.08018052663846,RIGHT
1456,"((1, 9), (4, 8))",0.0,0.0,0.0,0.0,UP
1457,"((0, 2), (4, 7))",-115.88964989067537,-118.92739914174538,-111.28466018572962,-116.82395042550772,LEFT
1458,"((1, 2), (4, 7))",-113.16133798810873,-114.97835300182695,-117.32805558640135,-119.92626559356418,UP
1459,"((0, 1), (4, 7))",-115.20879699381162,-109.5917080166798,-114.89826903707603,-114.35600987264198,DOWN
1460,"((1, 1), (4, 7))",-117.05547689673743,-114.40662821347348,-113.44354450858049,-113.86512031818467,LEFT
1461,"((0, 0), (4, 7))",-113.55355281635292,-113.3092892994213,-113.55355281635292,-111.66436758511804,RIGHT
1462,"((1, 0), (4, 7))",-116.51722093809087,-111.67721671949488,-115.20879699381162,-114.09752178408539,DOWN
1463,"((0, 6), (4, 7))",0.0,0.0,0.0,0.0,UP
1464,"((4, 11), (1, 3))",-167.00628877463316,-164.02838736027053,-164.79158701338355,-769.5,DOWN
1465,"((3, 12), (1, 3))",0.0,0.0,0.0,0.0,UP
1466,"((4, 9), (4, 7))",0.0,0.0,0.0,0.0,UP
1467,"((5, 6), (3, 8))",-96.04077936671092,-94.90262538614742,-96.99436545660369,-97.7210567191116,DOWN
1468,"((5, 5), (3, 8))",-97.85134751818433,-98.0202379747619,-96.99163071775504,-94.42536831409834,RIGHT
1469,"((4, 5), (3, 8))",-95.27819460581344,-97.14141919867114,-95.2979904037172,-99.52965678166171,UP
1470,"((3, 5), (3, 8))",-93.05296862324798,-97.68590521822917,-94.77855269321998,-504.5,UP
1471,"((2, 5), (3, 8))",-90.23140670626694,-94.30341961985849,-89.22454238457496,-757.5,LEFT
1472,"((1, 5), (3, 8))",-88.37154405890175,-91.93983119754483,-89.12309217823667,-505.5,UP
1473,"((0, 5), (3, 8))",-88.1008447599736,-91.18434406319047,-87.45920489699839,-506.0,LEFT
1474,"((5, 4), (3, 8))",-94.7010527947975,-94.16034053617372,-507.0,-98.68530866328459,DOWN
1475,"((4, 4), (3, 8))",-95.28997817551934,-96.33749905338198,-506.5,-94.11611559361113,RIGHT
1476,"((3, 4), (3, 8))",-93.46474734550222,-95.42801157788165,-506.0,-92.54384299865157,RIGHT
1477,"((2, 4), (3, 8))",-89.88184294583644,-89.9186600493725,-759.75,-87.93210887696145,RIGHT
1478,"((1, 4), (3, 8))",-88.35442659014373,-84.27362548920826,-83.2613826680585,-88.35737347518142,LEFT
1479,"((0, 4), (3, 8))",-81.72807031987386,-83.07346532730546,-83.95200313769064,-87.69436932417823,UP
1480,"((5, 3), (3, 8))",0.0,0.0,0.0,0.0,UP
1481,"((5, 10), (1, 4))",-139.50120571624353,-134.26754409693564,-511.0,-138.53986176641587,DOWN
1482,"((5, 5), (3, 7))",-107.07232673149304,-103.53013678488809,-104.84894267956733,-107.26251778157464,DOWN
1483,"((4, 5), (3, 7))",-104.277053237947,-102.474332185627,-104.79226538494422,-105.84515379602733,DOWN
1484,"((3, 5), (3, 7))",-102.65128814121185,-101.81040237720055,-100.34717986507923,-504.5,LEFT
1485,"((2, 5), (3, 7))",-97.66223639269735,-99.57369825839032,-99.01262861207368,-757.5,UP
1486,"((1, 5), (3, 7))",-93.22839248945414,-98.45635747738649,-93.64391392976347,-505.5,UP
1487,"((0, 5), (3, 7))",-94.16034053617372,-96.38610495268796,-90.56690986952074,-506.0,LEFT
1488,"((5, 4), (3, 7))",-103.98138632605216,-100.18953883349286,-507.0,-105.49872685141924,DOWN
1489,"((4, 4), (3, 7))",-102.04369998146396,-104.02610973098584,-886.375,-100.29629083195016,RIGHT
1490,"((3, 4), (3, 7))",-100.92494176185527,-98.03819542435329,-759.0,-100.05896692370214,DOWN
1491,"((2, 4), (3, 7))",-97.81363789378037,-101.62020054125756,-506.5,-96.75933135193513,RIGHT
1492,"((1, 4), (3, 7))",-91.80121910851634,-96.59266260299225,-92.36719307909793,-90.69533637116521,RIGHT
1493,"((0, 4), (3, 7))",-88.3194299682745,-86.36090048750559,-89.8054250029422,-92.91950208399342,DOWN
1494,"((0, 3), (3, 7))",-87.56578962843628,-86.26695024603598,-85.98219448162293,-83.66483592257345,RIGHT
1495,"((1, 3), (3, 7))",-88.03627624354048,-506.5,-87.36845419863113,-87.67974845176727,LEFT
1496,"((0, 2), (3, 7))",-85.83267229849115,-84.36822828154924,-85.37826851838349,-80.0859410241471,RIGHT
1497,"((1, 2), (3, 7))",-84.8998536390283,-82.19586350196661,-85.34991361685758,-80.58905807055136,RIGHT
1498,"((0, 1), (3, 7))",-83.11277820818778,-84.58302538307908,-81.92014507175048,-84.28669438822067,LEFT
1499,"((1, 1), (3, 7))",-81.18060158603869,-78.38762713290153,-82.38270409050496,-84.50297911039442,DOWN
1500,"((0, 0), (3, 7))",-79.39875895639256,-78.44373986028191,-79.39875895639256,-85.60663726378094,DOWN
1501,"((1, 0), (3, 7))",-82.48633752024584,-79.1578679206863,-74.98771679214852,-73.96703598989183,RIGHT
1502,"((5, 3), (3, 7))",0.0,0.0,0.0,0.0,UP
1503,"((0, 9), (2, 5))",0.0,0.0,0.0,0.0,UP
1504,"((2, 3), (4, 8))",0.0,0.0,0.0,0.0,UP
1505,"((5, 11), (4, 4))",-149.4388198105213,-147.03035696214286,-146.4460790243111,-509.5,LEFT
1506,"((4, 12), (4, 4))",0.0,0.0,0.0,0.0,UP
1507,"((3, 12), (3, 4))",0.0,0.0,0.0,0.0,UP
1508,"((4, 1), (4, 6))",-133.04226904611423,-132.79964585899006,-138.8685995021345,-133.59337816360323,DOWN
1509,"((4, 0), (4, 6))",-138.14982037882316,-139.2705307718869,-133.54532761553537,-134.77814715616003,LEFT
1510,"((4, 2), (4, 6))",-133.1547426908612,-137.89208382301717,-134.63021705166764,-758.25,UP
1511,"((5, 1), (4, 6))",-133.9698569152405,-133.54532761553537,-136.38330205208726,-133.56658945781973,DOWN
1512,"((5, 0), (4, 6))",-136.6269771877956,-136.26560762620457,-136.26560762620457,-135.6247765449,RIGHT
1513,"((5, 2), (4, 6))",-136.12515956197865,-133.99049819265343,-131.2572298134314,-759.0,LEFT
1514,"((3, 11), (4, 8))",-118.36464884870902,-115.08322024320967,-118.06739050589577,-758.25,DOWN
1515,"((2, 11), (4, 8))",-115.74789540467546,-114.80741061777715,-116.51815129958429,-506.0,DOWN
1516,"((1, 11), (4, 8))",-113.1719228499682,-113.15075530054114,-113.94194565450998,-113.25790069053014,DOWN
1517,"((0, 11), (4, 8))",-112.15764818362877,-111.33665771412828,-112.85244476228507,-113.13736070272151,DOWN
1518,"((4, 11), (4, 8))",-118.13983259523613,-117.71021632464817,-115.42357029940331,-505.0,LEFT
1519,"((5, 10), (4, 8))",-116.73892970523232,-117.85230400926591,-504.0,-118.67079007317497,UP
1520,"((5, 8), (3, 7))",-110.70012330432749,-109.903829339431,-106.87406541877832,-506.0,LEFT
1521,"((3, 8), (2, 7))",-102.14963432230329,-102.09742803920079,-106.54535355536527,-102.06875888600266,RIGHT
1522,"((2, 8), (2, 7))",-102.95320215457467,-104.87234834435074,-505.5,-505.5,UP
1523,"((1, 8), (2, 7))",-103.60178045983471,-105.48502108495512,-103.81421911938982,-506.0,UP
1524,"((0, 8), (2, 7))",-103.53013678488809,-106.234977284036,-102.64233695785133,-506.5,LEFT
1525,"((4, 8), (2, 7))",-105.56947711239508,-100.12920740394372,-99.68587454144784,-506.5,LEFT
1526,"((2, 8), (1, 7))",-93.10068552677663,-95.28433414218057,-95.62081507219837,-506.5,UP
1527,"((1, 8), (1, 7))",-87.29268350688714,-93.78340371961997,-506.0,-506.0,UP
1528,"((0, 8), (1, 7))",-81.3238567015141,-84.02242016472755,-84.40599678685354,-506.5,UP
1529,"((3, 8), (1, 7))",-89.34013712704296,-93.9004595639242,-91.45303815593803,-90.08751318320745,UP
1530,"((4, 7), (1, 7))",-85.42335693245536,-90.65250677001231,-87.74903314009174,-87.91835397730593,UP
1531,"((3, 6), (1, 7))",0.0,0.0,0.0,0.0,UP
1532,"((0, 6), (4, 8))",0.0,0.0,0.0,0.0,UP
1533,"((3, 12), (2, 4))",0.0,0.0,0.0,0.0,UP
1534,"((3, 9), (4, 7))",-505.5,-504.5,-110.36558298037858,-111.08086724915134,LEFT
1535,"((2, 9), (4, 7))",0.0,0.0,0.0,0.0,UP
1536,"((5, 11), (3, 4))",-142.40068594738347,-135.53976116919017,-137.87323009727427,-510.5,DOWN
1537,"((2, 12), (3, 4))",0.0,0.0,0.0,0.0,UP
1538,"((4, 13), (1, 5))",-190.0291453726755,-185.15084623696032,-766.5,-187.87212278496037,DOWN
1539,"((3, 9), (2, 8))",-504.5,-505.5,-106.9604873687313,-102.28874096485794,RIGHT
1540,"((2, 9), (2, 8))",0.0,0.0,0.0,0.0,UP
1541,"((0, 9), (4, 8))",0.0,0.0,0.0,0.0,UP
1542,"((2, 2), (4, 7))",-114.34777120260489,-111.35615835608664,-114.7374245421442,-759.75,DOWN
1543,"((2, 1), (4, 7))",-117.04427033466668,-114.69388707126646,-112.2244496827872,-114.08701075918557,LEFT
1544,"((2, 0), (4, 7))",-115.15508388482294,-109.8961066518356,-112.96168607265206,-111.479724803589,DOWN
1545,"((3, 2), (4, 7))",-111.34068132480766,-110.45731993637838,-114.75607949020454,-759.0,DOWN
1546,"((5, 9), (3, 8))",0.0,0.0,0.0,0.0,UP
1547,"((4, 3), (3, 7))",0.0,0.0,0.0,0.0,UP
1548,"((5, 11), (1, 3))",-165.92157502914216,-151.78070202262285,-159.87463499567625,-513.5,DOWN
1549,"((3, 12), (4, 8))",0.0,0.0,0.0,0.0,UP
1550,"((3, 1), (4, 7))",-115.75513367443058,-113.63936203861464,-114.51293808022032,-110.28327805639847,RIGHT
1551,"((3, 0), (4, 7))",-116.36963114316312,-114.3316032214019,-115.6033140386456,-109.2876367326142,RIGHT
1552,"((4, 1), (4, 7))",-116.44890839275863,-114.19092726633932,-114.32292881090103,-116.51132741011301,DOWN
1553,"((4, 0), (4, 7))",-115.7263338024731,-115.02510407182362,-114.35694430388892,-112.36250491502511,RIGHT
1554,"((4, 2), (4, 7))",-113.4371787966925,-117.88481500263725,-117.72073342455283,-505.5,UP
1555,"((5, 1), (4, 7))",-116.31316354793789,-114.35694430388892,-115.26825070179291,-116.0135241059568,DOWN
1556,"((5, 0), (4, 7))",-112.85561593673765,-115.6033140386456,-114.95829027301319,-117.46217588558223,UP
1557,"((5, 2), (4, 7))",-116.2585625318313,-118.09685994271062,-118.26119145356886,-506.0,UP
1558,"((5, 13), (2, 2))",-154.88029067801034,-150.20717652235953,-513.5,-150.20717652235953,DOWN
1559,"((1, 3), (4, 8))",-101.8140125189652,-506.5,-104.99304025148834,-106.84453185275007,UP
1560,"((0, 3), (4, 8))",-99.4570137054516,-102.7482194236953,-102.928312359589,-100.63264881354137,UP
1561,"((5, 11), (4, 8))",-118.07773560736115,-117.77975705119866,-116.90391024423101,-505.5,LEFT
1562,"((0, 9), (1, 4))",0.0,0.0,0.0,0.0,UP
1563,"((0, 9), (3, 5))",0.0,0.0,0.0,0.0,UP
1564,"((4, 9), (3, 7))",0.0,0.0,0.0,0.0,UP
1565,"((3, 12), (3, 5))",0.0,0.0,0.0,0.0,UP
1566,"((4, 13), (1, 1))",-145.5697565455709,-164.76856956776447,-515.0,-151.55859555610712,UP
1567,"((5, 7), (2, 7))",-96.85064611246077,-98.0202379747619,-99.31592650511041,-100.80386586451371,UP
1568,"((4, 6), (2, 7))",-505.5,-97.78160272140349,-92.43523742534542,-100.3081469319288,LEFT
1569,"((3, 10), (4, 6))",-118.51928604710926,-113.86093262520544,-118.3370356109718,-117.37994519960014,DOWN
1570,"((2, 10), (4, 6))",-117.94369662456896,-116.36911583859995,-506.5,-112.06977398111155,RIGHT
1571,"((1, 10), (4, 6))",-118.79555567548876,-115.54831217379771,-507.0,-113.30065800493065,RIGHT
1572,"((0, 10), (4, 6))",-115.88964989067537,-115.76268304977559,-507.5,-119.66519357528259,DOWN
1573,"((4, 10), (4, 6))",-117.79819398647251,-116.06979150267773,-758.25,-118.10950842379658,DOWN
1574,"((3, 11), (4, 6))",-111.7709740287025,-110.91192480225288,-117.25203238691884,-507.5,DOWN
1575,"((2, 11), (4, 6))",-111.63040128701526,-107.85463956739329,-113.27072866650232,-508.0,DOWN
1576,"((1, 11), (4, 6))",-117.46024300572633,-110.53420096014494,-111.92943436415752,-110.55369599967526,DOWN
1577,"((0, 11), (4, 6))",-115.20879699381162,-112.08770586639363,-117.36769021903733,-116.89730147720887,DOWN
1578,"((4, 11), (4, 6))",-113.35162227102465,-118.02301330486472,-117.35892267721692,-507.0,UP
1579,"((5, 10), (4, 6))",-119.69428062138667,-118.09685994271062,-506.0,-115.16241600062162,RIGHT
1580,"((5, 12), (4, 4))",0.0,0.0,0.0,0.0,UP
1581,"((2, 9), (1, 8))",0.0,0.0,0.0,0.0,UP
1582,"((5, 9), (3, 7))",0.0,0.0,0.0,0.0,UP
1583,"((3, 12), (1, 4))",0.0,0.0,0.0,0.0,UP
1584,"((4, 3), (3, 8))",0.0,0.0,0.0,0.0,UP
1585,"((2, 12), (4, 4))",0.0,0.0,0.0,0.0,UP
1586,"((3, 7), (3, 6))",0.0,0.0,0.0,0.0,UP
1587,"((4, 12), (4, 8))",0.0,0.0,0.0,0.0,UP
1588,"((3, 12), (2, 5))",0.0,0.0,0.0,0.0,UP
1589,"((5, 11), (1, 2))",-160.36193254910762,-150.20717652235953,-156.94955740694098,-514.5,DOWN
