,state,UP,DOWN,LEFT,RIGHT,POLICY
2266,"((4, 2), (2, 8))",-66.67410570568276,-67.5478993893072,-70.79264420066315,-507.5,UP
2267,"((4, 2), (2, 7))",-53.54308541525013,-58.38362417197591,-55.31194907136484,-507.5,UP
2268,"((4, 1), (2, 7))",-55.49309074628887,-58.91473923505327,-53.54276025231563,-50.445948302915625,RIGHT
2269,"((4, 0), (2, 7))",-50.012072281562496,-56.847437412849224,-53.32948315872187,-50.36880162589453,UP
2270,"((5, 8), (4, 11))",-57.6460488493485,-57.17847215194446,-55.58744669917769,-503.0,LEFT
2271,"((5, 7), (4, 11))",-53.87859752967232,-54.21590446767607,-53.47820897185394,-56.9338384446535,LEFT
2272,"((4, 6), (4, 11))",-504.5,-52.97741963152865,-52.49291446711653,-53.12890590920178,LEFT
2273,"((5, 11), (4, 11))",-60.215195668121424,-60.982859879061856,-61.65556234615211,-753.75,UP
2274,"((2, 11), (2, 12))",0.0,0.0,0.0,0.0,UP
2275,"((1, 9), (1, 11))",0.0,0.0,0.0,0.0,UP
2276,"((0, 13), (2, 7))",-83.11277820818778,-76.94952563082282,-84.16091072901334,-83.11277820818778,DOWN
2277,"((1, 13), (2, 7))",-76.0821817807357,-75.15916686244014,-79.39562394754931,-70.5766746279045,RIGHT
2278,"((2, 3), (3, 10))",0.0,0.0,0.0,0.0,UP
2279,"((1, 12), (1, 8))",-84.85846199105237,-507.0,-83.44875962996753,-83.33134333268082,RIGHT
2280,"((0, 12), (1, 8))",-79.73367840634917,-83.01609299927082,-81.26202677301657,-83.4321256907282,UP
2281,"((5, 13), (3, 11))",-75.38469064046295,-76.31161578030589,-503.5,-74.83426845120448,RIGHT
2282,"((0, 6), (3, 11))",0.0,0.0,0.0,0.0,UP
2283,"((2, 13), (2, 7))",-76.58494574891819,-68.51518237645078,-507.0,-73.33480430134216,DOWN
2284,"((3, 13), (2, 7))",-74.03104510920156,-71.81890247777456,-507.5,-70.5766746279045,RIGHT
2285,"((1, 13), (4, 11))",-65.08178907754302,-66.76413217717672,-64.06499416108039,-65.34682531650793,LEFT
2286,"((0, 13), (4, 11))",-63.77010444180041,-67.09039496145786,-64.67947221178363,-66.63619591887326,UP
2287,"((2, 13), (4, 11))",-65.30306974839195,-67.40726149826452,-754.5,-66.77266380776769,UP
2288,"((3, 13), (4, 11))",-66.4761935203818,-67.23097973798035,-502.5,-65.33456653187464,RIGHT
2289,"((5, 11), (1, 7))",-78.46749961574119,-70.75252156421362,-75.4090082832287,-509.5,DOWN
2290,"((2, 12), (1, 7))",0.0,0.0,0.0,0.0,UP
2291,"((5, 12), (4, 11))",0.0,0.0,0.0,0.0,UP
2292,"((2, 6), (4, 11))",0.0,0.0,0.0,0.0,UP
2293,"((5, 13), (1, 4))",-114.47967314495452,-114.6870962703448,-512.5,-114.6870962703448,UP
2294,"((4, 13), (2, 7))",-75.64748771476616,-71.18371202353002,-508.0,-74.98771679214852,DOWN
2295,"((5, 12), (2, 11))",0.0,0.0,0.0,0.0,UP
2296,"((0, 3), (3, 9))",-44.44123596560156,-50.81187310289498,-46.9431590871875,-51.662883066738395,UP
2297,"((0, 2), (3, 9))",-39.601995005000006,-41.43912491325938,-42.31799539796875,-48.56637686783215,UP
2298,"((1, 2), (3, 9))",-43.288252023125,-41.29476365734375,-39.74204500528906,-43.08690262401652,LEFT
2299,"((0, 1), (3, 9))",-33.7458489375,-34.694733676249996,-32.3475553125,-42.12808750100122,LEFT
2300,"((1, 1), (3, 9))",-27.490043598437495,-28.786012500000002,-33.1546580625,-37.38463003828125,UP
2301,"((0, 0), (3, 9))",-26.865225,-32.270730375,-26.865225,-29.0035375,UP
2302,"((1, 0), (3, 9))",-26.741475,-28.621255312499997,-25.3727125,-26.035925,LEFT
2303,"((1, 9), (2, 11))",0.0,0.0,0.0,0.0,UP
2304,"((1, 3), (1, 7))",-50.97112299108984,-507.5,-53.356132750491554,-50.44830307808151,RIGHT
2305,"((0, 3), (1, 7))",-51.71902978577355,-53.13175695026199,-48.40290910625001,-52.18433733837114,LEFT
2306,"((4, 1), (2, 8))",-66.61921061676662,-70.48986064233861,-71.2029308145649,-65.48583173474056,RIGHT
2307,"((4, 0), (2, 8))",-69.81750997239267,-72.49856340900291,-70.75252156421362,-65.52487959616343,RIGHT
2308,"((5, 2), (2, 7))",-52.28271888663684,-58.6149004238767,-59.44830840179557,-508.0,UP
2309,"((5, 1), (2, 7))",-55.888302611877315,-53.32948315872187,-57.92133878237813,-51.01228732464844,RIGHT
2310,"((5, 0), (2, 7))",-59.23674590708717,-56.29223222309531,-56.29223222309531,-54.4271455272375,RIGHT
2311,"((4, 12), (1, 8))",0.0,0.0,0.0,0.0,UP
2312,"((4, 13), (4, 11))",-66.03772528445829,-65.39476006977661,-753.0,-65.47350222736995,DOWN
2313,"((3, 3), (3, 11))",0.0,0.0,0.0,0.0,UP
2314,"((5, 11), (1, 11))",-50.0999676421951,-53.645420186556976,-54.25744578971029,-505.5,UP
2315,"((5, 10), (1, 11))",-52.51590473157398,-53.77885648765091,-506.0,-50.25811450376098,RIGHT
2316,"((4, 9), (1, 11))",0.0,0.0,0.0,0.0,UP
2317,"((3, 8), (2, 11))",-51.54934996999195,-51.44943760767539,-52.266885954103884,-49.384543313315,RIGHT
2318,"((2, 8), (2, 11))",-50.67816298140258,-53.532431150650446,-52.92408759689276,-503.5,UP
2319,"((1, 8), (2, 11))",-51.659677701121375,-52.77048359128882,-51.50996069625036,-504.0,LEFT
2320,"((0, 8), (2, 11))",-48.88986953422811,-49.732822684901656,-53.54836799492155,-504.5,UP
2321,"((4, 8), (2, 11))",-50.22500264520674,-46.42521585257083,-48.509581596851135,-504.5,DOWN
2322,"((3, 7), (2, 11))",-51.9486953927953,-48.045795305315714,-505.5,-52.12093233056416,DOWN
2323,"((2, 7), (2, 11))",-54.147275199029245,-52.555292503483955,-505.0,-52.23537073067669,RIGHT
2324,"((1, 7), (2, 11))",-51.53207077488433,-51.27097051661548,-505.5,-53.686570767787096,DOWN
2325,"((0, 7), (2, 11))",-48.52146380668434,-51.44328520058272,-506.0,-50.54163400261276,UP
2326,"((5, 13), (2, 7))",-75.28879554388448,-70.75252156421362,-508.5,-70.75252156421362,DOWN
2327,"((5, 13), (4, 11))",-65.45170135373229,-65.33456653187464,-502.5,-65.33456653187464,DOWN
2328,"((4, 12), (4, 11))",0.0,0.0,0.0,0.0,UP
2329,"((2, 6), (2, 11))",0.0,0.0,0.0,0.0,UP
2330,"((1, 11), (1, 12))",-36.92477140797446,-36.957728285795085,-36.95661051914591,-24.505464129799996,RIGHT
2331,"((1, 10), (1, 12))",-30.72006924085459,-34.18168560507938,-504.0,-30.260285948389225,RIGHT
2332,"((0, 10), (1, 12))",-31.445565139650498,-30.207510804408145,-504.5,-32.220005901995485,DOWN
2333,"((2, 10), (1, 12))",-32.42571597011339,-31.886961810081356,-504.5,-30.29126280781197,RIGHT
2334,"((1, 9), (1, 12))",0.0,0.0,0.0,0.0,UP
2335,"((1, 11), (2, 11))",-53.828451069941934,-59.55938543652206,-55.289944844024006,-55.70511564501125,UP
2336,"((0, 11), (2, 11))",-53.94821321803464,-52.583201201175385,-54.130096145513264,-54.13619554649606,DOWN
2337,"((0, 9), (2, 11))",0.0,0.0,0.0,0.0,UP
2338,"((1, 3), (3, 10))",-44.302325043726555,-506.5,-38.1609520078125,-42.21952263382782,LEFT
2339,"((0, 3), (3, 10))",-44.44123596560156,-41.914172425781246,-41.95254576000001,-40.16850448773437,RIGHT
2340,"((1, 12), (1, 7))",-61.693150837214255,-508.0,-70.85033377553216,-65.00024931454035,UP
2341,"((0, 12), (1, 7))",-62.891130279300995,-64.65544102736673,-62.98226097160529,-63.03136856867168,UP
2342,"((1, 3), (1, 8))",-54.254418944159916,-507.5,-51.62096502871523,-56.70346436271185,LEFT
2343,"((0, 3), (1, 8))",-51.71902978577355,-54.103996824194574,-52.403980202743384,-58.770418923781286,UP
2344,"((0, 11), (1, 12))",-30.877295149708218,-30.257643776219602,-32.226724838325126,-31.129666620623215,DOWN
2345,"((2, 11), (1, 12))",-30.260405515381322,-31.563686780454923,-32.292729220555515,-503.0,UP
2346,"((1, 12), (1, 13))",-19.70248902,-1005.9846496582031,-30.25648947761541,-24.505454782825403,UP
2347,"((0, 12), (1, 13))",-19.702470512077248,-24.504979341621535,-26.505219405275586,-13.840898,RIGHT
2348,"((2, 12), (1, 13))",0.0,0.0,0.0,0.0,UP
2349,"((5, 6), (4, 11))",-52.41349326198138,-52.539473777061765,-50.92437429796996,-53.323980979008,LEFT
2350,"((5, 5), (4, 11))",-49.962889178050915,-48.88986953422811,-47.09226950347337,-50.33265526058891,LEFT
2351,"((4, 5), (4, 11))",-47.71334763466707,-48.181715565827616,-50.885766701127594,-50.96831903121347,UP
2352,"((3, 5), (4, 11))",-43.80208315570779,-48.659895896008194,-45.257177817625575,-504.5,UP
2353,"((2, 5), (4, 11))",-39.727062226983854,-41.3969304779595,-37.95511251037382,-505.0,LEFT
2354,"((1, 5), (4, 11))",-39.783499891542185,-36.41203186354821,-35.816648234374995,-505.5,LEFT
2355,"((0, 5), (4, 11))",-38.51573783685468,-38.90806381912031,-35.456297191874995,-506.0,LEFT
2356,"((5, 4), (4, 11))",-51.25597164267508,-51.33359497826139,-506.0,-47.64399679845792,RIGHT
2357,"((4, 4), (4, 11))",-50.22562368246218,-51.117412715785676,-505.5,-47.23001423942012,RIGHT
2358,"((3, 4), (4, 11))",-46.54125034227913,-45.810744283124606,-759.0,-46.777040905211535,DOWN
2359,"((2, 4), (4, 11))",-41.29340500678593,-43.39314551583179,-506.5,-39.260209295544286,RIGHT
2360,"((1, 4), (4, 11))",-36.06014386599094,-39.46508474399067,-33.659640015625,-35.929727452499996,LEFT
2361,"((0, 4), (4, 11))",-34.651745629375,-36.23696865351942,-29.4047625,-36.45554720184219,LEFT
2362,"((1, 6), (4, 11))",0.0,0.0,0.0,0.0,UP
2363,"((2, 3), (3, 11))",0.0,0.0,0.0,0.0,UP
2364,"((1, 12), (2, 11))",-52.638652387520025,-503.0,-55.2354599403312,-53.55419615717792,UP
2365,"((0, 12), (2, 11))",-54.21590446767607,-53.253941416809155,-53.029271324418616,-56.44447901923909,LEFT
2366,"((2, 12), (2, 11))",0.0,0.0,0.0,0.0,UP
2367,"((4, 12), (1, 11))",0.0,0.0,0.0,0.0,UP
2368,"((2, 2), (3, 9))",-40.43796397107187,-34.3329120046875,-36.60195909375,-506.5,DOWN
2369,"((2, 1), (3, 9))",-28.444823937499997,-33.212415785625,-29.1928875,-33.823880678437504,UP
2370,"((2, 0), (3, 9))",-25.3727125,-29.5210875,-31.760799000000002,-28.1839209375,UP
2371,"((3, 2), (3, 9))",-33.068928551249996,-29.758515156250002,-31.8188115625,-506.0,DOWN
2372,"((3, 1), (3, 9))",-30.5910016875,-31.9221455625,-29.775749062499997,-29.678675,RIGHT
2373,"((3, 0), (3, 9))",-27.800699,-35.789109005,-29.775749062499997,-30.997139406249996,UP
2374,"((5, 9), (1, 11))",0.0,0.0,0.0,0.0,UP
2375,"((0, 13), (1, 8))",-80.46813027983545,-83.06765745621546,-80.28954231355958,-80.46813027983545,LEFT
2376,"((1, 13), (1, 8))",-79.78524666989742,-84.24693255885549,-84.49135049422111,-81.72807031987386,UP
2377,"((2, 13), (1, 8))",-81.98082531611006,-81.06339030439463,-507.0,-80.46813027983545,RIGHT
2378,"((3, 13), (1, 8))",-77.67825329106067,-72.40640171718792,-507.5,-70.5766746279045,RIGHT
2379,"((1, 6), (1, 7))",0.0,0.0,0.0,0.0,UP
2380,"((5, 12), (1, 8))",0.0,0.0,0.0,0.0,UP
2381,"((5, 8), (2, 11))",-48.99508954209386,-43.23765206701944,-45.88315408908252,-505.0,DOWN
2382,"((4, 7), (2, 11))",-47.64129004682336,-43.371824280804404,-44.03873218712755,-46.250970063509286,DOWN
2383,"((5, 7), (2, 11))",-42.8611904574726,-41.37522382861885,-42.24678992013594,-46.576421230305854,DOWN
2384,"((4, 6), (2, 11))",-505.5,-38.00131277414062,-38.741639644687496,-36.70334179506328,RIGHT
2385,"((3, 6), (2, 11))",0.0,0.0,0.0,0.0,UP
2386,"((4, 12), (1, 7))",0.0,0.0,0.0,0.0,UP
2387,"((0, 13), (2, 11))",-52.539473777061765,-51.850877177928126,-54.24880363544142,-52.539473777061765,DOWN
2388,"((1, 13), (2, 11))",-54.363121308017014,-52.45166583021114,-51.42846256823633,-50.46824569615685,RIGHT
2389,"((2, 13), (2, 11))",-54.18265275604445,-52.57483142829082,-503.0,-53.94821321803464,DOWN
2390,"((3, 13), (2, 11))",-53.95470157558468,-52.69396333952918,-503.5,-54.21590446767607,DOWN
2391,"((4, 13), (2, 11))",-54.18973501555965,-51.209009012805076,-504.0,-52.539473777061765,DOWN
2392,"((0, 9), (1, 11))",0.0,0.0,0.0,0.0,UP
2393,"((4, 3), (4, 11))",0.0,0.0,0.0,0.0,UP
2394,"((0, 2), (3, 10))",-39.601995005000006,-38.152321567499996,-36.30272340859375,-39.28918013507812,LEFT
2395,"((1, 2), (3, 10))",-39.571057505000006,-33.32992515625,-31.726542406249997,-32.74932053125,LEFT
2396,"((0, 1), (3, 10))",-25.3727125,-26.427075000000002,-34.43602559625,-33.337324551875,UP
2397,"((1, 1), (3, 10))",-25.3727125,-29.7432585,-25.6951875,-32.77382390625,UP
2398,"((0, 0), (3, 10))",-26.865225,-33.2808645,-26.865225,-31.501740625,UP
2399,"((1, 0), (3, 10))",-28.626292687499998,-27.96405,-32.68536093749999,-30.724933156249996,DOWN
2400,"((5, 2), (2, 8))",-71.80896529016701,-73.47144493389362,-70.50577868024854,-508.0,LEFT
2401,"((5, 1), (2, 8))",-69.92698459690516,-70.75252156421362,-64.5063622392064,-72.5006914993883,LEFT
2402,"((5, 0), (2, 8))",-72.72308602348826,-65.51077106197984,-65.51077106197984,-64.86459791776711,RIGHT
2403,"((1, 11), (1, 13))",-25.093146722039965,-25.87858120865249,-26.29067117560802,-24.505239791135708,RIGHT
2404,"((0, 11), (1, 13))",-20.73924345061406,-19.87982143875,-24.377146505550584,-19.702482721586442,RIGHT
2405,"((2, 11), (1, 13))",-25.90718317407187,-22.23783191545781,-22.414956662820508,-503.0,DOWN
2406,"((1, 10), (1, 13))",-23.35100939891511,-23.950245174733254,-756.0,-26.066237109983668,UP
2407,"((0, 10), (1, 13))",-23.701992514987502,-25.111631728371606,-504.5,-22.795509876212137,RIGHT
2408,"((0, 6), (4, 11))",0.0,0.0,0.0,0.0,UP
2409,"((1, 3), (3, 11))",-43.305565107154,-506.5,-40.083580656328124,-39.33456373166571,RIGHT
2410,"((0, 3), (3, 11))",-37.126870317187496,-43.08399079278047,-40.341564113749996,-43.55624093236108,UP
2411,"((5, 12), (1, 11))",0.0,0.0,0.0,0.0,UP
2412,"((5, 13), (2, 11))",-54.197375049817325,-53.645420186556976,-504.5,-53.645420186556976,DOWN
2413,"((2, 2), (3, 10))",-32.1877913953125,-28.077921875,-28.907287500000002,-506.5,DOWN
2414,"((2, 1), (3, 10))",-28.26540190625,-25.6615375,-23.75645,-31.264414218749998,LEFT
2415,"((2, 0), (3, 10))",-28.477754687499996,-26.595281250000003,-23.880200000000002,-23.6251875,RIGHT
2416,"((3, 3), (4, 11))",0.0,0.0,0.0,0.0,UP
2417,"((3, 8), (1, 11))",-39.90930244085918,-38.805523886656644,-39.1092062180123,-41.6594781111443,DOWN
2418,"((2, 8), (1, 11))",-36.5047802734025,-40.43391329618875,-39.07872577174435,-504.5,UP
2419,"((1, 8), (1, 11))",-36.841813670046506,-39.557058307831525,-37.507409785992806,-504.0,UP
2420,"((0, 8), (1, 11))",-34.4793531905157,-37.769413239154375,-37.376168321572415,-504.5,UP
2421,"((4, 8), (1, 11))",-36.259993637441404,-36.904476544668746,-32.98321662960937,-505.5,LEFT
2422,"((3, 7), (1, 11))",-37.90610205535029,-35.644120629374996,-506.5,-38.90738729097157,DOWN
2423,"((2, 7), (1, 11))",-37.702945722991885,-39.63639026709504,-506.0,-37.020740962107936,RIGHT
2424,"((1, 7), (1, 11))",-38.84754951418945,-40.77180609174076,-505.5,-38.15696621325806,RIGHT
2425,"((0, 7), (1, 11))",-37.927288509567276,-39.98685142131416,-506.0,-38.35848244505667,UP
2426,"((4, 7), (1, 11))",-33.851040973124995,-33.98386385169844,-31.915740625,-32.42270173675078,LEFT
2427,"((3, 6), (1, 11))",0.0,0.0,0.0,0.0,UP
2428,"((4, 13), (1, 8))",-67.29444903734141,-71.93988003935678,-508.0,-66.82182592175731,RIGHT
2429,"((4, 2), (3, 9))",-33.16701075,-35.3280359109375,-27.33778125,-506.5,LEFT
2430,"((4, 1), (3, 9))",-26.6026178125,-34.1646989375,-31.162000160625,-31.095948826875,UP
2431,"((4, 0), (3, 9))",-34.021617750000004,-35.4385421875,-31.760799000000002,-32.130507375,LEFT
2432,"((0, 11), (1, 11))",-34.22290867395968,-44.82635584926686,-37.092278733333,-32.47515945581644,RIGHT
2433,"((5, 13), (1, 8))",-64.86157075887333,-62.06283574292826,-762.75,-62.06283574292826,DOWN
2434,"((5, 3), (4, 11))",0.0,0.0,0.0,0.0,UP
2435,"((0, 9), (1, 12))",0.0,0.0,0.0,0.0,UP
2436,"((0, 2), (1, 8))",-47.403985029975004,-48.49361284125,-49.616878426339994,-47.16839360093215,RIGHT
2437,"((1, 2), (1, 8))",-46.249525423125,-45.0901089375,-43.164599820312496,-49.472033840662334,LEFT
2438,"((0, 1), (1, 8))",-42.0771196928125,-45.743941023750004,-41.49128278125,-49.18145369498989,LEFT
2439,"((1, 1), (1, 8))",-45.916178340756254,-40.6244551928125,-45.91354291453125,-42.88910473570371,DOWN
2440,"((0, 0), (1, 8))",-44.552244380625,-40.816854599062495,-35.730898875,-40.3739540990625,LEFT
2441,"((1, 0), (1, 8))",-46.48383468,-44.245748953125,-42.0771196928125,-42.96377494685001,LEFT
2442,"((5, 2), (3, 9))",-33.44508363,-29.775749062499997,-31.358611500000002,-760.5,DOWN
2443,"((5, 1), (3, 9))",-30.5451585,-31.760799000000002,-34.083989625,-35.27587659843749,UP
2444,"((0, 2), (1, 7))",-47.403985029975004,-44.942936849062505,-45.2494936328125,-47.40739614183281,DOWN
2445,"((1, 2), (1, 7))",-48.6560403502875,-42.48662859375,-43.4018040678125,-51.5237187290317,DOWN
2446,"((0, 1), (1, 7))",-42.0771196928125,-46.56538886765625,-40.89874253625,-41.43443750005987,LEFT
2447,"((1, 1), (1, 7))",-40.311306718750004,-44.62951414562501,-41.88147841421875,-41.7705920990625,UP
2448,"((0, 0), (1, 7))",-35.730898875,-36.3875463803125,-35.730898875,-43.38299538591094,UP
2449,"((1, 0), (1, 7))",-35.669023875,-41.551971046874996,-33.7458489375,-39.97651559375,LEFT
2450,"((3, 2), (3, 10))",-28.111749062499996,-26.003087500000003,-24.9790125,-506.0,LEFT
2451,"((3, 1), (3, 10))",-26.6230065,-25.5249365625,-22.3876875,-26.257875000000002,LEFT
2452,"((3, 0), (3, 10))",-25.2946625,-29.605074000000002,-22.3876875,-20.400175,RIGHT
2453,"((3, 11), (1, 12))",-30.036641715467574,-30.027592928401276,-31.107546961635386,-503.5,DOWN
2454,"((0, 12), (1, 12))",-29.333921720536868,-502.5,-32.7600993565084,-29.37415319943627,UP
2455,"((1, 12), (2, 12))",0.0,0.0,0.0,0.0,UP
2456,"((0, 2), (3, 11))",-31.760799000000002,-35.716618875,-32.353887348437496,-38.332262972812494,UP
2457,"((1, 2), (3, 11))",-31.698924,-30.54927765625,-31.5776,-39.14396266638281,DOWN
2458,"((0, 1), (3, 11))",-25.3727125,-26.48895,-22.30875,-32.188564191874995,LEFT
2459,"((1, 1), (3, 11))",-26.910306249999998,-23.62899375,-27.7964625,-23.5718416284375,RIGHT
2460,"((0, 0), (3, 11))",-26.865225,-22.795,-26.865225,-30.1148125,DOWN
2461,"((1, 0), (3, 11))",-26.741475,-17.96,-25.3727125,-25.1783375,DOWN
2462,"((2, 6), (1, 11))",0.0,0.0,0.0,0.0,UP
2463,"((0, 9), (1, 13))",0.0,0.0,0.0,0.0,UP
2464,"((1, 6), (2, 11))",0.0,0.0,0.0,0.0,UP
2465,"((0, 13), (1, 13))",-13.840894265746773,-8.9302,-19.702479156347394,-13.840838251497136,DOWN
2466,"((1, 13), (2, 13))",-13.840874468885957,-4.98,-13.840682092447935,-8.930141689300537,DOWN
2467,"((0, 13), (2, 13))",-9.925249687500001,-8.930198885893821,-11.1844875,-11.883038548866272,DOWN
2468,"((2, 13), (3, 13))",-8.93018984196186,-2.0,-1003.9990425109863,-4.979999881535769,DOWN
2469,"((1, 13), (3, 13))",-5.925,-4.979999585151672,-6.172499999999999,-5.9700500000000005,DOWN
2470,"((0, 13), (3, 13))",-4.9875,-6.59375,-6.4875,-4.9875,UP
2471,"((3, 13), (4, 13))",0.0,0.0,0.0,0.0,UP
2472,"((2, 3), (4, 11))",0.0,0.0,0.0,0.0,UP
2473,"((0, 12), (1, 11))",-27.583482552412562,-28.002160477958988,-27.793946100997477,-27.88569346828008,UP
2474,"((1, 12), (1, 11))",-24.20421974132499,-504.0,-24.45976773486328,-23.8708464824875,RIGHT
2475,"((0, 13), (1, 11))",-22.2761221903125,-25.0768527409375,-26.398096390225845,-22.2761221903125,UP
2476,"((1, 13), (1, 11))",-25.03057683951021,-27.158852687329684,-25.804758607841798,-23.701992514987502,RIGHT
2477,"((5, 8), (1, 11))",-33.739549761975,-32.1766209415625,-35.14140300375,-506.0,DOWN
2478,"((5, 7), (1, 11))",-35.525014812500004,-34.651745629375,-31.7122837228125,-32.36730825609375,LEFT
2479,"((4, 6), (1, 11))",-506.5,-29.0425303125,-23.317500000000003,-29.128327297578124,LEFT
2480,"((2, 2), (1, 7))",-40.42588252185,-38.6748785625,-37.985694624999994,-507.5,LEFT
2481,"((2, 1), (1, 7))",-36.04322653125,-35.1820125,-40.1970920990625,-42.29181157812501,DOWN
2482,"((2, 0), (1, 7))",-40.246494692812504,-37.813653124999995,-35.730898875,-39.1519295625,LEFT
2483,"((3, 2), (1, 7))",-36.78662222375,-39.2012488125,-35.664686437499995,-508.0,LEFT
2484,"((0, 13), (1, 7))",-58.6149004238767,-62.15384414125744,-60.34181825903687,-58.6149004238767,UP
2485,"((1, 13), (1, 7))",-57.255620993333785,-59.35040327485335,-63.87698454184775,-62.891130279300995,UP
2486,"((2, 13), (1, 7))",-56.416544948047026,-45.95678650271419,-508.0,-50.366734094348445,DOWN
2487,"((3, 13), (1, 7))",-34.0717667984125,-37.717868749999994,-762.75,-35.730898875,UP
2488,"((2, 2), (1, 8))",-40.329038122249216,-39.302761312499996,-40.665993570156246,-507.5,DOWN
2489,"((2, 1), (1, 8))",-43.0278850859375,-40.083867562500004,-38.4194196928125,-39.90716906607031,LEFT
2490,"((2, 0), (1, 8))",-47.541495217318754,-39.329702,-44.552244380625,-39.955804689843745,DOWN
2491,"((3, 2), (1, 8))",-36.54898516527204,-41.886999286874996,-36.856451531249995,-508.0,UP
2492,"((3, 1), (1, 8))",-38.310175875,-39.7291175,-37.7159488125,-37.27230937499999,RIGHT
2493,"((3, 0), (1, 8))",-42.552332443124996,-35.170387500000004,-37.7159488125,-35.1133801875,RIGHT
2494,"((2, 2), (3, 11))",-28.773286499999998,-23.715162499999998,-24.6864375,-506.5,DOWN
2495,"((2, 1), (3, 11))",-20.141512499999997,-23.1920625,-21.283925,-22.008925,UP
2496,"((2, 0), (3, 11))",-21.1439625,-18.817500000000003,-15.96,-21.680268750000003,LEFT
2497,"((3, 2), (3, 11))",-23.4209125,-18.44625,-17.783925,-506.0,LEFT
2498,"((3, 1), (3, 11))",-18.0401625,-18.322499999999998,-18.94125,-16.572499999999998,RIGHT
2499,"((3, 0), (3, 11))",-19.283925,-19.56875,-22.3876875,-20.647675,UP
2500,"((2, 12), (1, 12))",0.0,0.0,0.0,0.0,UP
2501,"((5, 12), (1, 7))",0.0,0.0,0.0,0.0,UP
2502,"((5, 6), (2, 11))",-37.66001531578125,-38.51573783685468,-37.94746658921875,-44.28096546770731,UP
2503,"((5, 5), (2, 11))",-31.267881984375002,-34.651745629375,-32.867010843749995,-40.28889786005222,UP
2504,"((4, 5), (2, 11))",-30.586668749999998,-31.203983566875,-34.2227007165625,-31.377296560312498,UP
2505,"((3, 5), (2, 11))",-26.755129500000002,-25.88477721875,-28.947696125,-505.5,DOWN
2506,"((2, 5), (2, 11))",-22.4476554375,-24.410041035,-25.43364375,-505.0,UP
2507,"((1, 5), (2, 11))",-20.091412499999997,-22.92696175,-22.442662499999997,-505.5,UP
2508,"((0, 5), (2, 11))",-19.402662499999998,-21.9741,-20.4014125,-506.0,UP
2509,"((5, 4), (2, 11))",-30.7397115625,-29.775749062499997,-508.0,-36.45192074348212,DOWN
2510,"((4, 4), (2, 11))",-30.869768281249996,-32.838747195234376,-507.5,-28.6803485,RIGHT
2511,"((3, 4), (2, 11))",-25.147799999999997,-25.69957384375,-507.0,-29.62974117375,UP
